"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: plexus-interpolation-1.26.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\plexus-interpolation-1.26.jar,The Plexus project provides a full software stack for creating and executing software projects.,http://www.apache.org/licenses/LICENSE-2.0.txt,1049ae9f5cd8cf618abf5bc5805e6b94,25b919c664b79795ccde0ede5cee0fd68b544197,pkg:maven/org.codehaus.plexus/plexus-interpolation@1.26,cpe:2.3:a:codehaus-plexus_project:codehaus-plexus:1.26:*:*:*:*:*:*:*,CVE-2022-4245,"CWE-611 Improper Restriction of XML External Entity Reference, CWE-91 XML Injection (aka Blind XPath Injection)",A flaw was found in codehaus-plexus. The org.codehaus.plexus.util.xml.XmlWriterUtil#writeComment fails to sanitize comments for a --> sequence. This issue means that text contained in the command string could be interpreted as XML and allow for XML injection.,NVD,"","","",MEDIUM,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N/E:2.8/RC:R/MAV:A,HIGH,24,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: plexus-utils-3.0.10.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\plexus-utils-3.0.10.jar,"A collection of various utility classes to ease working with strings, files, command lines, XML and     more.","",b8e14dd6e93c8f34888846dcac492160,65e6460a49460d2ca038f8644ff9ae6d878733b8,pkg:maven/org.codehaus.plexus/plexus-utils@3.0.10,"cpe:2.3:a:codehaus-plexus_project:codehaus-plexus:3.0.10:*:*:*:*:*:*:*, cpe:2.3:a:plexus-utils_project:plexus-utils:3.0.10:*:*:*:*:*:*:*, cpe:2.3:a:utils_project:utils:3.0.10:*:*:*:*:*:*:*",CVE-2017-1000487,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),Plexus-utils before 3.0.16 is vulnerable to command injection because it does not correctly process the contents of double quoted strings.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,26,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: plexus-utils-3.0.10.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\plexus-utils-3.0.10.jar,"A collection of various utility classes to ease working with strings, files, command lines, XML and     more.","",b8e14dd6e93c8f34888846dcac492160,65e6460a49460d2ca038f8644ff9ae6d878733b8,pkg:maven/org.codehaus.plexus/plexus-utils@3.0.10,"cpe:2.3:a:codehaus-plexus_project:codehaus-plexus:3.0.10:*:*:*:*:*:*:*, cpe:2.3:a:plexus-utils_project:plexus-utils:3.0.10:*:*:*:*:*:*:*, cpe:2.3:a:utils_project:utils:3.0.10:*:*:*:*:*:*:*",CVE-2022-4244,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"A flaw was found in codeplex-codehaus. A directory traversal attack (also known as path traversal) aims to access files and directories stored outside the intended folder. By manipulating files with ""dot-dot-slash (../)"" sequences and their variations or by using absolute file paths, it may be possible to access arbitrary files and directories stored on the file system, including application source code, configuration, and other critical system files.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:3.9/RC:R/MAV:A,HIGH,26,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: plexus-utils-3.0.10.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\plexus-utils-3.0.10.jar,"A collection of various utility classes to ease working with strings, files, command lines, XML and     more.","",b8e14dd6e93c8f34888846dcac492160,65e6460a49460d2ca038f8644ff9ae6d878733b8,pkg:maven/org.codehaus.plexus/plexus-utils@3.0.10,"cpe:2.3:a:codehaus-plexus_project:codehaus-plexus:3.0.10:*:*:*:*:*:*:*, cpe:2.3:a:plexus-utils_project:plexus-utils:3.0.10:*:*:*:*:*:*:*, cpe:2.3:a:utils_project:utils:3.0.10:*:*:*:*:*:*:*",CVE-2022-4245,"CWE-611 Improper Restriction of XML External Entity Reference, CWE-91 XML Injection (aka Blind XPath Injection)",A flaw was found in codehaus-plexus. The org.codehaus.plexus.util.xml.XmlWriterUtil#writeComment fails to sanitize comments for a --> sequence. This issue means that text contained in the command string could be interpreted as XML and allow for XML injection.,NVD,"","","",MEDIUM,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N/E:2.8/RC:R/MAV:A,HIGH,26,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: reactor-netty-0.7.8.RELEASE.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\reactor-netty-0.7.8.RELEASE.jar,Reactive Streams Netty driver,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",a4ed837de32c58f42cbdfd3d9486b124,fe25c7d3042b6005690f7d243cef987b696a12ee,pkg:maven/io.projectreactor.ipc/reactor-netty@0.7.8.RELEASE,cpe:2.3:a:pivotal:reactor_netty:0.7.8:release:*:*:*:*:*:*,CVE-2020-5403,CWE-755 Improper Handling of Exceptional Conditions,"Reactor Netty HttpServer, versions 0.9.3 and 0.9.4, is exposed to a URISyntaxException that causes the connection to be closed prematurely instead of producing a 400 response.  Sonatype's research suggests that this CVE's details differ from those defined at NVD. See https://ossindex.sonatype.org/vulnerability/CVE-2020-5403 for details",OSSINDEX,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,53,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: reactor-netty-0.7.8.RELEASE.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\reactor-netty-0.7.8.RELEASE.jar,Reactive Streams Netty driver,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",a4ed837de32c58f42cbdfd3d9486b124,fe25c7d3042b6005690f7d243cef987b696a12ee,pkg:maven/io.projectreactor.ipc/reactor-netty@0.7.8.RELEASE,cpe:2.3:a:pivotal:reactor_netty:0.7.8:release:*:*:*:*:*:*,CVE-2023-34054,NVD-CWE-noinfo,"In Reactor Netty HTTP Server, versions 1.1.x prior to 1.1.13 and versions 1.0.x prior to 1.0.39, it is possible for a user to provide specially crafted HTTP requests that may cause a denial-of-service (DoS) condition.  Specifically, an application is vulnerable if Reactor Netty HTTP Server built-in integration with Micrometer is enabled.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGH,53,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: reactor-netty-0.7.8.RELEASE.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\reactor-netty-0.7.8.RELEASE.jar,Reactive Streams Netty driver,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",a4ed837de32c58f42cbdfd3d9486b124,fe25c7d3042b6005690f7d243cef987b696a12ee,pkg:maven/io.projectreactor.ipc/reactor-netty@0.7.8.RELEASE,cpe:2.3:a:pivotal:reactor_netty:0.7.8:release:*:*:*:*:*:*,CVE-2020-5404,CWE-522 Insufficiently Protected Credentials,"The HttpClient from Reactor Netty, versions 0.9.x prior to 0.9.5, and versions 0.8.x prior to 0.8.16, may be used incorrectly, leading to a credentials leak during a redirect to a different domain. In order for this to happen, the HttpClient must have been explicitly configured to follow redirects.",OSSINDEX,"","","",MEDIUM,5.900000095367432,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:L/A:N,HIGH,53,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: snakeyaml-1.19.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\snakeyaml-1.19.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",95472b5a0ded8761545342a087e82117,2d998d3d674b172a588e54ab619854d073f555b5,pkg:maven/org.yaml/snakeyaml@1.19,cpe:2.3:a:snakeyaml_project:snakeyaml:1.19:*:*:*:*:*:*:*,CVE-2022-1471,"CWE-502 Deserialization of Untrusted Data, CWE-20 Improper Input Validation",SnakeYaml's Constructor() class does not restrict types which can be instantiated during deserialization.��Deserializing yaml content provided by an attacker can lead to remote code execution. We recommend using SnakeYaml's SafeConsturctor when parsing untrusted content to restrict deserialization. We recommend upgrading to version 2.0 and beyond.,NVD,"","","",CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,41,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: snakeyaml-1.19.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\snakeyaml-1.19.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",95472b5a0ded8761545342a087e82117,2d998d3d674b172a588e54ab619854d073f555b5,pkg:maven/org.yaml/snakeyaml@1.19,cpe:2.3:a:snakeyaml_project:snakeyaml:1.19:*:*:*:*:*:*:*,CVE-2017-18640,CWE-776 Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),"The Alias feature in SnakeYAML before 1.26 allows entity expansion during a load operation, a related issue to CVE-2003-1564.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGH,41,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: snakeyaml-1.19.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\snakeyaml-1.19.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",95472b5a0ded8761545342a087e82117,2d998d3d674b172a588e54ab619854d073f555b5,pkg:maven/org.yaml/snakeyaml@1.19,cpe:2.3:a:snakeyaml_project:snakeyaml:1.19:*:*:*:*:*:*:*,CVE-2022-25857,CWE-776 Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),The package org.yaml:snakeyaml from 0 and before 1.31 are vulnerable to Denial of Service (DoS) due missing to nested depth limitation for collections.,NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGH,41,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: snakeyaml-1.19.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\snakeyaml-1.19.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",95472b5a0ded8761545342a087e82117,2d998d3d674b172a588e54ab619854d073f555b5,pkg:maven/org.yaml/snakeyaml@1.19,cpe:2.3:a:snakeyaml_project:snakeyaml:1.19:*:*:*:*:*:*:*,CVE-2022-38749,"CWE-787 Out-of-bounds Write, CWE-121 Stack-based Buffer Overflow","Using snakeYAML to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stackoverflow.",NVD,"","","",MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:2.8/RC:R/MAV:A,HIGH,41,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: snakeyaml-1.19.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\snakeyaml-1.19.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",95472b5a0ded8761545342a087e82117,2d998d3d674b172a588e54ab619854d073f555b5,pkg:maven/org.yaml/snakeyaml@1.19,cpe:2.3:a:snakeyaml_project:snakeyaml:1.19:*:*:*:*:*:*:*,CVE-2022-38751,"CWE-787 Out-of-bounds Write, CWE-121 Stack-based Buffer Overflow","Using snakeYAML to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stackoverflow.",NVD,"","","",MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:2.8/RC:R/MAV:A,HIGH,41,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: snakeyaml-1.19.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\snakeyaml-1.19.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",95472b5a0ded8761545342a087e82117,2d998d3d674b172a588e54ab619854d073f555b5,pkg:maven/org.yaml/snakeyaml@1.19,cpe:2.3:a:snakeyaml_project:snakeyaml:1.19:*:*:*:*:*:*:*,CVE-2022-38752,"CWE-787 Out-of-bounds Write, CWE-121 Stack-based Buffer Overflow","Using snakeYAML to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stack-overflow.",NVD,"","","",MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:2.8/RC:R/MAV:A,HIGH,41,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: snakeyaml-1.19.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\snakeyaml-1.19.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",95472b5a0ded8761545342a087e82117,2d998d3d674b172a588e54ab619854d073f555b5,pkg:maven/org.yaml/snakeyaml@1.19,cpe:2.3:a:snakeyaml_project:snakeyaml:1.19:*:*:*:*:*:*:*,CVE-2022-41854,"CWE-787 Out-of-bounds Write, CWE-121 Stack-based Buffer Overflow","Those using Snakeyaml to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stack overflow. This effect may support a denial of service attack.",NVD,"","","",MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H/E:2.8/RC:R/MAV:A,HIGH,41,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: snakeyaml-1.19.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\snakeyaml-1.19.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",95472b5a0ded8761545342a087e82117,2d998d3d674b172a588e54ab619854d073f555b5,pkg:maven/org.yaml/snakeyaml@1.19,cpe:2.3:a:snakeyaml_project:snakeyaml:1.19:*:*:*:*:*:*:*,CVE-2022-38750,"CWE-787 Out-of-bounds Write, CWE-121 Stack-based Buffer Overflow","Using snakeYAML to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stackoverflow.",NVD,"","","",MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H/E:1.8/RC:R/MAV:A,HIGH,41,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-2.0.3.RELEASE.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-2.0.3.RELEASE.jar,Spring Boot,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",3c77edbb5251801d119cf7b3f7a95544,b874870d915adbc3dd932e19077d3d45c8e54aa0,pkg:maven/org.springframework.boot/spring-boot@2.0.3.RELEASE,cpe:2.3:a:vmware:spring_boot:2.0.3:release:*:*:*:*:*:*,CVE-2023-20873,NVD-CWE-noinfo,"In Spring Boot versions 3.0.0 - 3.0.5, 2.7.0 - 2.7.10, and older unsupported versions, an application that is deployed to Cloud Foundry could be susceptible to a security bypass. Users of affected versions should apply the following mitigation: 3.0.x users should upgrade to 3.0.6+. 2.7.x users should upgrade to 2.7.11+. Users of older, unsupported versions should upgrade to 3.0.6+ or 2.7.11+.",NVD,"","","",CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,41,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-2.0.3.RELEASE.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-2.0.3.RELEASE.jar,Spring Boot,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",3c77edbb5251801d119cf7b3f7a95544,b874870d915adbc3dd932e19077d3d45c8e54aa0,pkg:maven/org.springframework.boot/spring-boot@2.0.3.RELEASE,cpe:2.3:a:vmware:spring_boot:2.0.3:release:*:*:*:*:*:*,CVE-2022-27772,CWE-668 Exposure of Resource to Wrong Sphere,spring-boot versions prior to version v2.2.11.RELEASE was vulnerable to temporary directory hijacking. This vulnerability impacted the org.springframework.boot.web.server.AbstractConfigurableWebServerFactory.createTempDir method. NOTE: This vulnerability only affects products and/or versions that are no longer supported by the maintainer,NVD,MEDIUM,4.6,/AV:L/AC:L/Au:N/C:P/I:P/A:P,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:1.8/RC:R/MAV:A,HIGH,41,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-2.0.3.RELEASE.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-2.0.3.RELEASE.jar,Spring Boot,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",3c77edbb5251801d119cf7b3f7a95544,b874870d915adbc3dd932e19077d3d45c8e54aa0,pkg:maven/org.springframework.boot/spring-boot@2.0.3.RELEASE,cpe:2.3:a:vmware:spring_boot:2.0.3:release:*:*:*:*:*:*,CVE-2023-20883,CWE-400 Uncontrolled Resource Consumption,"In Spring Boot versions 3.0.0 - 3.0.6, 2.7.0 - 2.7.11, 2.6.0 - 2.6.14, 2.5.0 - 2.5.14 and older unsupported versions, there is potential for a denial-of-service (DoS) attack if Spring MVC is used together with a reverse proxy cache.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGH,41,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-actuator-2.0.3.RELEASE.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-actuator-2.0.3.RELEASE.jar,Spring Boot Actuator,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",59cce7f8136aa9e11286f2e648f37660,5aa239d8ad6d8130b055caebf44467b9c55d422b,pkg:maven/org.springframework.boot/spring-boot-actuator@2.0.3.RELEASE,cpe:2.3:a:vmware:spring_boot:2.0.3:release:*:*:*:*:*:*,CVE-2023-20873,NVD-CWE-noinfo,"In Spring Boot versions 3.0.0 - 3.0.5, 2.7.0 - 2.7.10, and older unsupported versions, an application that is deployed to Cloud Foundry could be susceptible to a security bypass. Users of affected versions should apply the following mitigation: 3.0.x users should upgrade to 3.0.6+. 2.7.x users should upgrade to 2.7.11+. Users of older, unsupported versions should upgrade to 3.0.6+ or 2.7.11+.",NVD,"","","",CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGH,43,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-actuator-2.0.3.RELEASE.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-actuator-2.0.3.RELEASE.jar,Spring Boot Actuator,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",59cce7f8136aa9e11286f2e648f37660,5aa239d8ad6d8130b055caebf44467b9c55d422b,pkg:maven/org.springframework.boot/spring-boot-actuator@2.0.3.RELEASE,cpe:2.3:a:vmware:spring_boot:2.0.3:release:*:*:*:*:*:*,CVE-2022-27772,CWE-668 Exposure of Resource to Wrong Sphere,spring-boot versions prior to version v2.2.11.RELEASE was vulnerable to temporary directory hijacking. This vulnerability impacted the org.springframework.boot.web.server.AbstractConfigurableWebServerFactory.createTempDir method. NOTE: This vulnerability only affects products and/or versions that are no longer supported by the maintainer,NVD,MEDIUM,4.6,/AV:L/AC:L/Au:N/C:P/I:P/A:P,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:1.8/RC:R/MAV:A,HIGH,43,"","","","","","","",""
spring-boot\spring-boot-admin\spring-boot-admin_server,"Tue, 23 Jan 2024 22:28:07 +0800",spring-boot-admin_server-0.0.1-SNAPSHOT.jar: spring-boot-actuator-2.0.3.RELEASE.jar,D:\Developers\SourceCodes\GitHub\SpringProjects\SpringCloud\run_jar\spring-boot\spring-boot-admin\spring-boot-admin_server\spring-boot-admin_server-0.0.1-SNAPSHOT.jar\BOOT-INF\lib\spring-boot-actuator-2.0.3.RELEASE.jar,Spring Boot Actuator,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",59cce7f8136aa9e11286f2e648f37660,5aa239d8ad6d8130b055caebf44467b9c55d422b,pkg:maven/org.springframework.boot/spring-boot-actuator@2.0.3.RELEASE,cpe:2.3:a:vmware:spring_boot:2.0.3:release:*:*:*:*:*:*,CVE-2023-20883,CWE-400 Uncontrolled Resource Consumption,"In Spring Boot versions 3.0.0 - 3.0.6, 2.7.0 - 2.7.11, 2.6.0 - 2.6.14, 2.5.0 - 2.5.14 and older unsupported versions, there is potential for a denial-of-service (DoS) attack if Spring MVC is used together with a reverse proxy cache.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGH,43,"","","","","","","",""
